Número de Orden;Número de Mesa;Nombre del Plato; Costo Unitario ; Precio Unitario ;Cantidad Ordenada; Ganancia Bruta ;Ganancia Neta;Procentaje de ganancia;Tiempo de Preparación;Tiempo en formato;Observaciones;Estado de la Orden
713;6;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;41;0:41:00;Sin cebolla;
713;6;Plato_9;17,00 €;29,00 €;3;87,00 €;51,00 €;59%;14;0:14:00;Sin cebolla;
713;6;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;45;0:45:00;Ninguna;
713;6;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;25;0:25:00;Ninguna;
714;19;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;17;0:17:00;Sin cebolla;
714;19;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;17;0:17:00;Sin cebolla;
714;19;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;29;0:29:00;Sin cebolla;
715;12;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;35;0:35:00;Ninguna;
715;12;Plato_6;16,00 €;27,00 €;1;27,00 €;16,00 €;59%;14;0:14:00;Ninguna;
715;12;Plato_1;15,00 €;25,00 €;3;75,00 €;45,00 €;60%;38;0:38:00;Ninguna;
715;12;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;49;0:49:00;Sin cebolla;
716;12;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;12;0:12:00;Ninguna;
716;12;Plato_1;15,00 €;25,00 €;3;75,00 €;45,00 €;60%;48;0:48:00;Ninguna;
716;12;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;30;0:30:00;Sin cebolla;
717;8;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;23;0:23:00;Sin cebolla;
717;8;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;36;0:36:00;Sin cebolla;
717;8;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;13;0:13:00;Sin cebolla;
718;7;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;58;0:58:00;Sin cebolla;
719;16;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;15;0:15:00;Ninguna;
719;16;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;34;0:34:00;Ninguna;
719;16;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;21;0:21:00;Ninguna;
720;4;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;36;0:36:00;Ninguna;
720;4;Plato_9;17,00 €;29,00 €;3;87,00 €;51,00 €;59%;44;0:44:00;Sin cebolla;
720;4;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;53;0:53:00;Sin cebolla;
721;6;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;20;0:20:00;Sin cebolla;
721;6;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;15;0:15:00;Sin cebolla;
721;6;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;44;0:44:00;Ninguna;
721;6;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;54;0:54:00;Sin cebolla;
722;13;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;43;0:43:00;Ninguna;
722;13;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;16;0:16:00;Ninguna;
723;12;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;22;0:22:00;Ninguna;
723;12;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;9;0:09:00;Ninguna;
724;8;Plato_5;13,00 €;22,00 €;3;66,00 €;39,00 €;59%;56;0:56:00;Ninguna;
725;10;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;30;0:30:00;Ninguna;
725;10;Plato_5;13,00 €;22,00 €;3;66,00 €;39,00 €;59%;55;0:55:00;Ninguna;
726;11;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;6;0:06:00;Ninguna;
726;11;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;13;0:13:00;Ninguna;
726;11;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;55;0:55:00;Ninguna;
727;17;Plato_3;12,00 €;20,00 €;2;40,00 €;24,00 €;60%;21;0:21:00;Sin cebolla;
728;9;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;42;0:42:00;Ninguna;
728;9;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;8;0:08:00;Ninguna;
728;9;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;22;0:22:00;Ninguna;
729;20;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;57;0:57:00;Ninguna;
729;20;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;8;0:08:00;Sin cebolla;
730;8;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;32;0:32:00;Sin cebolla;
730;8;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;47;0:47:00;Sin cebolla;
731;17;Plato_15;19,00 €;32,00 €;2;64,00 €;38,00 €;59%;47;0:47:00;Sin cebolla;
732;12;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;29;0:29:00;Ninguna;
732;12;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;36;0:36:00;Sin cebolla;
732;12;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;56;0:56:00;Sin cebolla;
733;14;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;31;0:31:00;Sin cebolla;
733;14;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;34;0:34:00;Ninguna;
733;14;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;9;0:09:00;Sin cebolla;
734;14;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;11;0:11:00;Sin cebolla;
734;14;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;16;0:16:00;Ninguna;
734;14;Plato_12;11,00 €;19,00 €;1;19,00 €;11,00 €;58%;25;0:25:00;Ninguna;
735;20;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;30;0:30:00;Sin cebolla;
735;20;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;57;0:57:00;Ninguna;
736;17;Plato_5;13,00 €;22,00 €;3;66,00 €;39,00 €;59%;22;0:22:00;Sin cebolla;
736;17;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;43;0:43:00;Ninguna;
736;17;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;27;0:27:00;Sin cebolla;
737;6;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;17;0:17:00;Sin cebolla;
737;6;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;5;0:05:00;Ninguna;
738;15;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;59;0:59:00;Ninguna;
738;15;Plato_16;16,00 €;28,00 €;1;28,00 €;16,00 €;57%;15;0:15:00;Ninguna;
738;15;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;20;0:20:00;Sin cebolla;
739;10;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;54;0:54:00;Ninguna;
740;16;Plato_16;16,00 €;28,00 €;3;84,00 €;48,00 €;57%;31;0:31:00;Ninguna;
740;16;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;16;0:16:00;Sin cebolla;
740;16;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;45;0:45:00;Sin cebolla;
740;16;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;21;0:21:00;Sin cebolla;
741;14;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;52;0:52:00;Sin cebolla;
741;14;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;40;0:40:00;Ninguna;
741;14;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;39;0:39:00;Sin cebolla;
741;14;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;34;0:34:00;Sin cebolla;
742;20;Plato_17;19,00 €;31,00 €;1;31,00 €;19,00 €;61%;41;0:41:00;Sin cebolla;
742;20;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;43;0:43:00;Ninguna;
742;20;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;26;0:26:00;Sin cebolla;
742;20;Plato_12;11,00 €;19,00 €;1;19,00 €;11,00 €;58%;35;0:35:00;Ninguna;
743;19;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;59;0:59:00;Sin cebolla;
743;19;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;41;0:41:00;Ninguna;
743;19;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;43;0:43:00;Sin cebolla;
744;11;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;57;0:57:00;Ninguna;
744;11;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;10;0:10:00;Ninguna;
745;3;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;34;0:34:00;Ninguna;
745;3;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;9;0:09:00;Ninguna;
745;3;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;23;0:23:00;Ninguna;
745;3;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;7;0:07:00;Sin cebolla;
746;13;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;34;0:34:00;Ninguna;
746;13;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;43;0:43:00;Ninguna;
747;16;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;28;0:28:00;Ninguna;
748;2;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;5;0:05:00;Sin cebolla;
748;2;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;32;0:32:00;Ninguna;
749;1;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;8;0:08:00;Ninguna;
750;6;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;47;0:47:00;Ninguna;
750;6;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;39;0:39:00;Ninguna;
751;17;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;37;0:37:00;Ninguna;
751;17;Plato_1;15,00 €;25,00 €;3;75,00 €;45,00 €;60%;31;0:31:00;Sin cebolla;
751;17;Plato_5;13,00 €;22,00 €;3;66,00 €;39,00 €;59%;19;0:19:00;Ninguna;
752;3;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;30;0:30:00;Sin cebolla;
753;11;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;35;0:35:00;Sin cebolla;
753;11;Plato_14;14,00 €;23,00 €;1;23,00 €;14,00 €;61%;23;0:23:00;Sin cebolla;
753;11;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;24;0:24:00;Ninguna;
753;11;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;46;0:46:00;Ninguna;
754;8;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;26;0:26:00;Ninguna;
754;8;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;11;0:11:00;Sin cebolla;
754;8;Plato_16;16,00 €;28,00 €;3;84,00 €;48,00 €;57%;52;0:52:00;Ninguna;
755;12;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;6;0:06:00;Ninguna;
755;12;Plato_1;15,00 €;25,00 €;3;75,00 €;45,00 €;60%;37;0:37:00;Ninguna;
755;12;Plato_12;11,00 €;19,00 €;3;57,00 €;33,00 €;58%;46;0:46:00;Ninguna;
755;12;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;20;0:20:00;Sin cebolla;
756;11;Plato_17;19,00 €;31,00 €;1;31,00 €;19,00 €;61%;21;0:21:00;Ninguna;
756;11;Plato_12;11,00 €;19,00 €;1;19,00 €;11,00 €;58%;13;0:13:00;Ninguna;
757;3;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;40;0:40:00;Ninguna;
758;18;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;32;0:32:00;Ninguna;
758;18;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;9;0:09:00;Sin cebolla;
759;20;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;48;0:48:00;Ninguna;
759;20;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;51;0:51:00;Ninguna;
759;20;Plato_1;15,00 €;25,00 €;3;75,00 €;45,00 €;60%;41;0:41:00;Ninguna;
759;20;Plato_9;17,00 €;29,00 €;3;87,00 €;51,00 €;59%;56;0:56:00;Sin cebolla;
760;5;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;20;0:20:00;Ninguna;
761;4;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;54;0:54:00;Sin cebolla;
761;4;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;20;0:20:00;Ninguna;
761;4;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;28;0:28:00;Ninguna;
762;4;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;20;0:20:00;Sin cebolla;
762;4;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;9;0:09:00;Ninguna;
763;18;Plato_11;20,00 €;33,00 €;2;66,00 €;40,00 €;61%;14;0:14:00;Sin cebolla;
763;18;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;18;0:18:00;Sin cebolla;
764;20;Plato_6;16,00 €;27,00 €;1;27,00 €;16,00 €;59%;53;0:53:00;Ninguna;
764;20;Plato_18;20,00 €;34,00 €;1;34,00 €;20,00 €;59%;24;0:24:00;Ninguna;
764;20;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;35;0:35:00;Ninguna;
765;20;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;55;0:55:00;Sin cebolla;
765;20;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;14;0:14:00;Ninguna;
765;20;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;52;0:52:00;Ninguna;
765;20;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;43;0:43:00;Ninguna;
766;17;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;52;0:52:00;Ninguna;
766;17;Plato_12;11,00 €;19,00 €;1;19,00 €;11,00 €;58%;59;0:59:00;Ninguna;
766;17;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;7;0:07:00;Ninguna;
766;17;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;16;0:16:00;Sin cebolla;
767;10;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;12;0:12:00;Sin cebolla;
767;10;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;30;0:30:00;Sin cebolla;
767;10;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;43;0:43:00;Sin cebolla;
